IH -18544.730078
ID 7.225916
CH -1883.651907
NP -1134.237891
MA 253.655432
ME -549.996008
TF -2540.135460
DCES 668.515195
HDSD4 329.771485
HXSH4 -431.277308
HXSH7 -114.610527
HDCD -1191.011616
HHSH4 271.611443
HDSD5 -107.058044
HHSH2 201.730910
END
